2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),09) 30 - 39,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),10) 40 - 49,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),12) 60 - 64,F,2
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),13) 65 - 69,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),14) 70 - 74,F,3
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),15) 75 - 79,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),16) 80 - 84,F,3
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),17) 85 and Over,F,5
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),12) 60 - 64,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),16) 80 - 84,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),17) 85 and Over,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),08) 20 - 29,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),09) 30 - 39,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),10) 40 - 49,F,3
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),12) 60 - 64,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),13) 65 - 69,F,2
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),14) 70 - 74,F,3
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),16) 80 - 84,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),17) 85 and Over,F,3
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),14) 70 - 74,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),15) 75 - 79,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),16) 80 - 84,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),16) 80 - 84,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-007-Plague(A20),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),16) 80 - 84,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-008-Tetanus(A33-A35),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),16) 80 - 84,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-009-Diphtheria(A36),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),16) 80 - 84,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-010-Whooping cough(A37),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),16) 80 - 84,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-011-Meningococcal infection(A39),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),10) 40 - 49,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),11) 50 - 59,F,1
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),12) 60 - 64,F,2
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),14) 70 - 74,F,2
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),15) 75 - 79,F,2
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),16) 80 - 84,F,3
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),17) 85 and Over,F,8
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),12) 60 - 64,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),13) 65 - 69,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),14) 70 - 74,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),15) 75 - 79,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),16) 80 - 84,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),17) 85 and Over,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-013-Infections with a predominantly sexual mode of transmission(A50-A64),18) Unk,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),00) Under 28 days,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),01) 28 days - under 1 years,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),02) 1,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),03) 2,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),04) 3,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),05) 4,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),06) 5 - 9,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),07) 10 - 19,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),08) 20 - 29,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),09) 30 - 39,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),10) 40 - 49,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),11) 50 - 59,F,0
2014,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),12) 60 - 64,F,0
